c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,Application
0.98871875,0.962,1.42,0.772,0.962,1.2,0.269146479,0.270204033,0.073010219,0.038813672,0.0317,-0.11,-0.052625,0.0317,0.10325,0.115948581,0.116404176,0.013549932,-0.233457422,-0.189,-0.139,-0.344,-0.189,-0.0795,0.186064275,0.186795375,0.034892512,-0.069741328,-0.138,-0.458,-0.39825,-0.138,0.22,0.426192695,0.427867329,0.183070451,0.034134141,0.0228,0.123,-0.28225,0.0228,0.29475,0.436779918,0.438496153,0.192278876,-0.0132175,-0.008315,0.198,-0.26875,-0.008315,0.1975,0.352094422,0.353477903,0.124946628,Whatsapp
0.99246875,0.963,1.42,0.7725,0.963,1.1775,0.265212737,0.266254834,0.070891637,0.033037422,0.01235,0.127,-0.0519,0.01235,0.11025,0.108828599,0.109256218,0.011936921,-0.247468984,-0.212,-0.548,-0.347,-0.212,-0.123,0.164862318,0.16551011,0.027393597,0.128505703,0.07195,0.653,-0.20625,0.07195,0.47675,0.410573255,0.412186516,0.169897724,-0.044691953,-0.05675,0.222,-0.3785,-0.05675,0.19225,0.459613075,0.461419027,0.212907518,-0.022810914,-0.03015,-0.324,-0.28075,-0.03015,0.231,0.353600255,0.354989652,0.126017653,Facebook
0.995210938,0.9595,1.1,0.77675,0.9595,1.17,0.26601629,0.267061544,0.071321869,0.022384453,-0.0115,-0.113,-0.07235,-0.0115,0.11025,0.116900468,0.117359803,0.013773323,-0.239161734,-0.199,-0.291,-0.337,-0.199,-0.1205,0.159713665,0.160341226,0.025709309,-0.022011492,-0.06305,0.692,-0.347,-0.06305,0.22275,0.409391521,0.411000138,0.168921113,-0.063437031,-0.0698,0.307,-0.3785,-0.0698,0.175,0.441352356,0.443086556,0.196325696,0.026324867,0.0149,0.195,-0.235,0.0149,0.2595,0.341328106,0.342669283,0.117422237,Whatsapp
1.004023438,0.958,1.1,0.773,0.958,1.1775,0.28103721,0.282141486,0.079603818,0.033318047,-0.0106,-0.0941,-0.07855,-0.0106,0.1415,0.136804012,0.137341554,0.018862702,-0.242753063,-0.2125,-0.247,-0.37725,-0.2125,-0.10525,0.17405241,0.174736312,0.030532779,-0.136182039,-0.1655,-0.177,-0.41675,-0.1655,0.12175,0.378692512,0.380180504,0.144537215,0.039958281,-0.03445,0.343,-0.24225,-0.03445,0.2595,0.498438846,0.500397356,0.250397514,0.026292422,0.03485,-0.343,-0.232,0.03485,0.268,0.362815374,0.364240981,0.132671492,Whatsapp
0.982,0.938,1.07,0.76425,0.938,1.1775,0.285072387,0.286192518,0.081906157,0.038850938,0.01054,-0.109,-0.05275,0.01054,0.11225,0.129834084,0.13034424,0.016989621,-0.230147578,-0.209,-0.306,-0.38175,-0.209,-0.083075,0.176072128,0.176763966,0.0312455,0.054972656,0.1185,-0.293,-0.35725,0.1185,0.38275,0.445236693,0.446986156,0.199796624,0.034366414,-0.02485,1.28,-0.27175,-0.02485,0.245,0.522615835,0.524669343,0.275277919,-0.032244766,-0.00371,-0.179,-0.29575,-0.00371,0.181,0.37804528,0.379530729,0.144043574,Facebook
0.990679688,0.9385,1.07,0.77175,0.9385,1.195,0.278615969,0.279710732,0.078238093,0.044728156,0.02385,-0.109,-0.049175,0.02385,0.11575,0.124111102,0.124598771,0.015524854,-0.240937734,-0.2115,-0.0466,-0.359,-0.2115,-0.09245,0.17588748,0.176578592,0.031179999,0.150485156,0.21,0.254,-0.20975,0.21,0.4305,0.434247225,0.435953508,0.190055461,-0.010345617,-0.0045745,0.0832,-0.30525,-0.0045745,0.26075,0.452146145,0.453922758,0.20604587,-0.044748672,-0.0271,-0.536,-0.312,-0.0271,0.1685,0.373472541,0.374940022,0.14058002,Facebook
0.98115625,0.928,1.07,0.76825,0.928,1.1825,0.276663984,0.277751076,0.07714566,0.048236797,0.0257,0.203,-0.051225,0.0257,0.129,0.133492321,0.13401685,0.017960516,-0.255440859,-0.2175,-0.34,-0.362,-0.2175,-0.13725,0.171821151,0.172496286,0.029754969,-0.024784063,-0.05245,-0.209,-0.34575,-0.05245,0.284,0.460208439,0.462016731,0.21345946,-0.005668516,-0.0374,0.283,-0.36275,-0.0374,0.27175,0.490413695,0.492340672,0.242399337,0.015852266,0.01915,0.239,-0.2145,0.01915,0.2965,0.373027809,0.374493543,0.140245414,Whatsapp
0.991078125,0.9365,1.03,0.78125,0.9365,1.2075,0.271771377,0.272839245,0.074441254,0.049132156,0.02565,0.11,-0.057675,0.02565,0.13775,0.138296272,0.138839678,0.019276456,-0.253688516,-0.2175,-0.366,-0.366,-0.2175,-0.13425,0.183947446,0.184670228,0.034103093,-0.117548453,-0.168,-0.209,-0.4055,-0.168,0.177,0.412584845,0.41420601,0.171566619,-0.033183828,-0.0837,0.0389,-0.35525,-0.0837,0.18175,0.481861279,0.483754651,0.234018563,0.044653437,0.02595,0.0607,-0.14425,0.02595,0.32975,0.352313657,0.353697999,0.125102274,Whatsapp
0.9865,0.9365,0.863,0.80725,0.9365,1.1975,0.264757407,0.265797715,0.070648425,0.054259844,0.04085,0.11,-0.0444,0.04085,0.11425,0.12428431,0.124772659,0.015568216,-0.257424453,-0.2395,-0.292,-0.366,-0.2395,-0.13125,0.18443983,0.185164548,0.03428591,0.049533344,0.00533,-0.267,-0.23875,0.00533,0.32875,0.373326101,0.374793007,0.140469798,0.035220781,-0.0164,0.143,-0.24525,-0.0164,0.2485,0.474735511,0.476600884,0.227148402,-0.002154141,-0.00024,0.531,-0.23475,-0.00024,0.2135,0.348027302,0.349394802,0.122076727,Facebook
0.98275,0.917,1.07,0.76525,0.917,1.1925,0.275269272,0.276350884,0.076369811,0.057215156,0.03895,0.176,-0.03625,0.03895,0.12075,0.122464323,0.122945521,0.015115601,-0.242253203,-0.208,-0.252,-0.3565,-0.208,-0.099725,0.180966414,0.181677483,0.033006708,0.054080391,0.0671,0.481,-0.2195,0.0671,0.27925,0.379534585,0.381025886,0.145180726,0.010847266,-0.0245,0.143,-0.32825,-0.0245,0.3035,0.52653693,0.528605845,0.27942414,-0.047372344,-0.06685,0.055,-0.318,-0.06685,0.1775,0.352525498,0.353910673,0.125252764,Instagram
0.996335938,0.9425,1.07,0.75825,0.9425,1.185,0.281347324,0.282452819,0.079779595,0.067461016,0.0491,0.133,-0.02905,0.0491,0.143,0.127022133,0.12752124,0.016261667,-0.249409453,-0.2115,-0.0124,-0.38325,-0.2115,-0.109,0.178230718,0.178931038,0.032016316,0.011645938,0.0438,-0.479,-0.35175,0.0438,0.29525,0.475200768,0.477067969,0.227593847,-0.011224141,-0.06365,0.208,-0.3795,-0.06365,0.29025,0.528838843,0.530916803,0.281872652,-0.002670781,-0.000925,-0.173,-0.25675,-0.000925,0.25525,0.384998404,0.386511174,0.149390888,Facebook
1.01475,0.879,1.09,0.7445,0.879,1.195,0.382733752,0.384237623,0.147638551,0.021010516,0.0169,-0.0787,-0.0625,0.0169,0.070725,0.109557562,0.109988045,0.01209737,-0.194913047,-0.1495,-0.551,-0.338,-0.1495,-0.03505,0.202252976,0.203047686,0.041228363,-0.147759688,-0.139,-0.137,-0.46375,-0.139,0.17725,0.481621767,0.483514198,0.233785979,-0.007231016,0.04145,-0.112,-0.32675,0.04145,0.36,0.504636986,0.50661985,0.256663673,0.054146797,0.1255,0.193,-0.14275,0.1255,0.30225,0.318550834,0.319802512,0.102273646,Whatsapp
1.009960938,0.863,1.46,0.706,0.863,1.175,0.392902489,0.394446316,0.155587896,0.014699531,-0.009345,-0.0173,-0.06365,-0.009345,0.07125,0.105657736,0.106072896,0.011251459,-0.195030703,-0.1525,-0.346,-0.31775,-0.1525,-0.047825,0.205097405,0.205903291,0.042396165,-0.328220547,-0.341,-0.584,-0.6355,-0.341,-0.0054875,0.496120457,0.498069858,0.248073583,-0.011510469,0.02665,0.398,-0.30925,0.02665,0.2745,0.480443828,0.48233163,0.232643801,0.075059341,0.124,0.245,-0.095,0.124,0.31725,0.315292547,0.316531422,0.100192141,Whatsapp
0.975507813,0.849,0.7,0.713,0.849,1.11,0.369094521,0.3705448,0.137303449,0.00268,-0.01885,0.0128,-0.0736,-0.01885,0.0658,0.133133536,0.133656656,0.017864102,-0.175252656,-0.132,-0.744,-0.26725,-0.132,-0.0436,0.202367099,0.203162257,0.041274903,-0.443724141,-0.4485,-0.584,-0.7785,-0.4485,-0.12475,0.441922801,0.443659243,0.196833524,0.022966641,0.0533,-0.12,-0.23225,0.0533,0.303,0.461706349,0.463520526,0.214851278,0.089590122,0.133,-0.273,-0.10775,0.133,0.344,0.32831106,0.329601088,0.108636877,Whatsapp
1.018609375,0.853,0.833,0.71025,0.853,1.2775,0.410554926,0.412168115,0.169882555,0.010318438,-0.017,-0.0908,-0.079225,-0.017,0.06985,0.1451627,0.145733086,0.021238132,-0.167884453,-0.113,-0.113,-0.2475,-0.113,-0.03075,0.20187318,0.202666398,0.041073669,-0.004743203,-0.04265,-0.151,-0.28825,-0.04265,0.34875,0.479915492,0.481801218,0.232132414,0.030576641,0.0829,0.449,-0.27875,0.0829,0.423,0.52984918,0.53193111,0.282950706,-0.025550156,0.002995,0.217,-0.21675,0.002995,0.217,0.369409621,0.370861138,0.137537983,Instagram
1.017570313,0.868,1.76,0.743,0.868,1.2225,0.387801368,0.389325152,0.151574074,0.02404375,-0.00837,-0.115,-0.05805,-0.00837,0.085275,0.126467652,0.12696458,0.016120005,-0.171599609,-0.1175,-0.104,-0.25975,-0.1175,-0.022875,0.214925845,0.215770351,0.046556844,-0.145143281,-0.1515,-0.543,-0.555,-0.1515,0.2475,0.55576232,0.557946071,0.311303818,-0.025732109,0.02685,0.69,-0.35275,0.02685,0.36725,0.688728415,0.691434628,0.478081844,0.007365156,0.009425,-0.306,-0.2315,0.009425,0.3085,0.387563241,0.389086089,0.151387984,Whatsapp
0.960617188,0.8435,1.14,0.721,0.8435,1.14,0.367052941,0.368495197,0.135788711,0.013038203,-0.0137,0.113,-0.063225,-0.0137,0.079675,0.132351464,0.132871511,0.017654838,-0.169731719,-0.1065,0.0431,-0.26675,-0.1065,-0.00114,0.228267708,0.229164637,0.052516431,0.052290625,0.0881,1.04,-0.543,0.0881,0.65475,0.68016097,0.682833519,0.466261614,-0.0140925,0.07055,0.165,-0.2975,0.07055,0.4415,0.684254087,0.686942718,0.471890298,0.005271406,0.06415,0.101,-0.23225,0.06415,0.3305,0.455067577,0.456855668,0.208717102,Instagram
0.998015625,0.8565,0.737,0.676,0.8565,1.2225,0.430369082,0.432060126,0.186675953,0.021712656,0.00555,-0.0273,-0.068575,0.00555,0.08575,0.149338811,0.149925606,0.022477687,-0.185955469,-0.1045,0.0401,-0.327,-0.1045,-0.01415,0.222932819,0.223808786,0.050090373,0.531777031,0.547,1.04,0.316,0.547,0.797,0.347070089,0.348433827,0.121406132,-0.018861094,0.039,-0.195,-0.369,0.039,0.35825,0.548934467,0.551091388,0.303701718,-0.098979141,0.01776,0.324,-0.382,0.01776,0.24425,0.484434207,0.486337689,0.236524347,Facebook
1.001289063,0.839,1.8,0.692,0.839,1.17,0.415711028,0.417344476,0.174176412,0.022336924,0.0146,0.0141,-0.0301,0.0146,0.059675,0.095843873,0.096220471,0.009258379,-0.206604531,-0.1275,-0.303,-0.32575,-0.1275,-0.030375,0.249769151,0.250750566,0.062875846,0.439925,0.34,0.79,0.186,0.34,0.76425,0.400902366,0.402477627,0.16198824,0.020392344,0.00963,-0.249,-0.358,0.00963,0.4515,0.62736158,0.629826664,0.396681627,-0.110941406,0.002,0.135,-0.364,0.002,0.1315,0.381723514,0.383223415,0.146860186,Facebook
0.9938125,0.8105,1.05,0.692,0.8105,1.17,0.412306522,0.413926593,0.171335224,0.015813618,0.01545,0.102,-0.067825,0.01545,0.0687,0.105321764,0.105735603,0.011180018,-0.199932266,-0.1225,-0.203,-0.3045,-0.1225,-0.046175,0.228668835,0.229567341,0.052701164,-0.185785938,-0.0632,0.281,-0.45375,-0.0632,0.2375,0.564084785,0.566301237,0.320697091,0.011594141,0.004875,1.12,-0.33075,0.004875,0.37925,0.547233897,0.549384136,0.301822929,0.025392187,0.0663,0.135,-0.14425,0.0663,0.245,0.343323196,0.344672212,0.118798933,Whatsapp
0.975140625,0.8005,1.22,0.66875,0.8005,1.18,0.419187136,0.420834243,0.17710146,0.02232761,0.0207,-0.132,-0.07325,0.0207,0.089075,0.123999265,0.124486494,0.015496887,-0.226424766,-0.15,-0.122,-0.34125,-0.15,-0.0724,0.253405944,0.254401649,0.064720199,-0.429649219,-0.3755,-0.374,-0.834,-0.3755,-0.11275,0.504240337,0.506221643,0.256260351,0.013608594,0.0554,0.224,-0.30425,0.0554,0.378,0.563857217,0.566072775,0.320438386,0.097746094,0.153,0.233,-0.1725,0.153,0.347,0.335700054,0.337019116,0.113581884,Whatsapp
0.987703125,0.8005,0.843,0.65625,0.8005,1.2275,0.428466586,0.430150154,0.185029155,0.031709852,0.02645,-0.132,-0.0542,0.02645,0.097675,0.121198895,0.12167512,0.014804835,-0.215184531,-0.1355,-0.122,-0.3175,-0.1355,-0.065775,0.251902864,0.252892663,0.063954699,-0.061817969,-0.10155,-0.461,-0.43525,-0.10155,0.3415,0.494392687,0.496335298,0.246348728,0.013249219,0.03275,0.811,-0.1915,0.03275,0.378,0.553280778,0.555454778,0.308530011,-0.006362812,0.01275,-0.241,-0.219,0.01275,0.26925,0.346458623,0.347819959,0.120978724,Whatsapp
0.954960938,0.8075,0.749,0.7005,0.8075,1.07,0.385820016,0.387336014,0.150029187,0.01929868,0.02455,0.0676,-0.0542,0.02455,0.07705,0.113195816,0.113640595,0.012914185,-0.168281719,-0.1075,-0.563,-0.276,-0.1075,-0.01715,0.214334342,0.215176524,0.046300936,-0.188811719,-0.241,0.355,-0.63025,-0.241,0.3415,0.587475154,0.589783513,0.347844593,0.014775781,0.0282,0.405,-0.19325,0.0282,0.32875,0.528132576,0.530207761,0.28112027,0.039844148,0.04035,0.245,-0.19125,0.04035,0.341,0.370632206,0.372088527,0.138449872,Whatsapp
1.00965625,0.853,0.731,0.731,0.853,1.1725,0.398720403,0.400287091,0.160229755,0.012458633,0.0294,0.0383,-0.0551,0.0294,0.0732,0.102328641,0.102730719,0.010553601,-0.190615289,-0.13,-0.276,-0.2815,-0.13,-0.01275,0.223018243,0.223894546,0.050128768,0.064304688,0.344,-1.06,-0.60725,0.344,0.63025,0.70255889,0.705319447,0.497475522,0.011871875,0.05195,0.238,-0.20375,0.05195,0.3245,0.545149345,0.547291394,0.29952787,-0.02268468,-0.0194,-0.208,-0.2445,-0.0194,0.341,0.432854663,0.434555473,0.18883846,Twitter
1.001570313,0.839,1.12,0.688,0.839,1.2625,0.40900475,0.410611848,0.16860209,0.013087609,0.005515,-0.0282,-0.083175,0.005515,0.077875,0.121315933,0.121792618,0.014833442,-0.18979443,-0.132,-0.108,-0.26925,-0.132,-0.0393,0.205279625,0.206086228,0.042471533,0.395441328,0.4275,1.06,0.07255,0.4275,0.7605,0.422103824,0.423762391,0.179574564,-0.024801563,-0.0461,-0.13,-0.3795,-0.0461,0.2775,0.500483917,0.502450462,0.252456467,-0.118532633,-0.0737,-0.208,-0.30825,-0.0737,0.18575,0.421304099,0.422959524,0.178894759,Facebook
0.964242188,0.9555,1.12,0.80325,0.9555,1.12,0.220421037,0.221287135,0.048967996,0.1130825,0.143,0.129,0.044475,0.143,0.19975,0.11701575,0.117475539,0.013800502,-0.348534375,-0.348,-0.326,-0.451,-0.348,-0.2255,0.161685144,0.162320452,0.026347929,-0.429258594,-0.3605,1.03,-1.13,-0.3605,0.158,0.883943631,0.8874169,0.787508755,0.009621094,0.108,0.255,-0.40775,0.108,0.419,0.554194069,0.556371657,0.309549421,0.147929609,0.127,-0.189,-0.194,0.127,0.504,0.471829283,0.473683237,0.224375809,Whatsapp
0.940023438,0.919,1.12,0.73825,0.919,1.1275,0.222498296,0.223372556,0.049895299,0.110421641,0.125,0.159,0.053075,0.125,0.18225,0.096324159,0.096702645,0.009351401,-0.357657344,-0.3605,-0.481,-0.4585,-0.3605,-0.22425,0.157987285,0.158608063,0.025156518,-0.82360907,-0.813,-1.68,-1.14,-0.813,-0.3905,0.567655779,0.569886262,0.324770352,0.040862625,0.07985,0.292,-0.3665,0.07985,0.45075,0.549677538,0.55183738,0.304524494,0.216224375,0.165,0.504,-0.016225,0.165,0.504,0.330018833,0.331315572,0.109770009,Whatsapp
0.933929688,0.881,1.18,0.7315,0.881,1.13,0.238423867,0.239360703,0.057293546,0.08081375,0.096,0.133,0.021,0.096,0.1675,0.118952726,0.119420126,0.014261167,-0.385164375,-0.402,-0.417,-0.4975,-0.402,-0.25925,0.166930167,0.167586083,0.028085095,-0.009918445,0.0353,-1.08,-0.74925,0.0353,0.72875,0.773302645,0.776341174,0.602705619,0.073032938,-0.04625,1.02,-0.39825,-0.04625,0.4445,0.642875626,0.64540167,0.416543315,-0.093471641,-0.0253,0.252,-0.35575,-0.0253,0.18125,0.458601797,0.460403776,0.211971637,Facebook
0.932007813,0.8625,1.05,0.73625,0.8625,1.08,0.250154905,0.251137836,0.063070213,0.081961016,0.112,0.104,0.01215,0.112,0.1785,0.124806784,0.125297186,0.015699385,-0.391936719,-0.3915,-0.451,-0.501,-0.3915,-0.2935,0.174689364,0.175375769,0.03075666,0.277598359,0.355,0.339,-0.146625,0.355,0.81775,0.610027194,0.612424167,0.37506336,0.036352344,0.01925,-0.201,-0.501,0.01925,0.45325,0.654363815,0.656934999,0.431563592,-0.077663281,-0.00145,0.207,-0.28275,-0.00145,0.2225,0.453044746,0.454824889,0.20686568,Facebook
0.934460938,0.8765,1.03,0.7405,0.8765,1.06,0.249023935,0.250002422,0.062501211,0.078935391,0.1055,0.112,-0.0011875,0.1055,0.16725,0.110903902,0.111339676,0.012396523,-0.363744531,-0.372,-0.384,-0.45625,-0.372,-0.267,0.171078798,0.171751016,0.029498411,0.067879609,0.03925,0.68,-0.50775,0.03925,0.5285,0.644247903,0.646779339,0.418323513,-0.004030078,-0.0366,0.206,-0.407,-0.0366,0.40025,0.57133251,0.57357744,0.32899108,0.067417188,0.0526,-0.183,-0.18525,0.0526,0.31925,0.342757835,0.344104629,0.118407996,Facebook
0.942515625,0.8965,1.11,0.73625,0.8965,1.1175,0.233644494,0.234562551,0.05501959,0.058751875,0.0658,0.112,-0.023675,0.0658,0.1335,0.118398492,0.118863714,0.014128583,-0.393617187,-0.391,-0.384,-0.52,-0.391,-0.32075,0.160449851,0.161080305,0.025946865,0.12378375,0.0858,0.352,-0.33625,0.0858,0.4945,0.574127926,0.57638384,0.332218331,-0.053319063,-0.1595,1.1,-0.41225,-0.1595,0.155,0.607440012,0.609826819,0.371888749,-0.016976797,-0.0995,-0.268,-0.27025,-0.0995,0.273,0.356432487,0.357833012,0.128044465,Facebook
0.933890625,0.9125,1.02,0.74075,0.9125,1.1075,0.204953777,0.205759099,0.042336807,0.095609922,0.105,0.162,0.041425,0.105,0.1785,0.112506875,0.112948947,0.012757465,-0.419007812,-0.424,-0.58,-0.5275,-0.424,-0.352,0.140143927,0.140694593,0.019794968,-0.275582734,-0.22,-1.17,-0.76525,-0.22,0.1575,0.572886137,0.575137172,0.330782766,-0.075455703,-0.108,-0.279,-0.4205,-0.108,0.19125,0.545994232,0.548139601,0.300457022,0.084651328,0.0379,-0.16,-0.1745,0.0379,0.30325,0.349306354,0.35067888,0.122975677,Whatsapp
0.929117187,0.8845,1.07,0.76725,0.8845,1.07,0.208479976,0.209299154,0.043806136,0.097391484,0.119,0.19,0.0332,0.119,0.18675,0.110280752,0.110714077,0.012257607,-0.400429688,-0.3825,-0.277,-0.49,-0.3825,-0.314,0.13631711,0.136852739,0.018728672,-0.36173375,-0.2745,-1.17,-0.8405,-0.2745,0.129,0.57285017,0.575101063,0.330741233,-0.016525781,-0.09675,0.13,-0.384,-0.09675,0.35925,0.504713715,0.50669688,0.256741729,0.114791797,0.129,0.186,-0.09495,0.129,0.3285,0.338486067,0.339816077,0.115474966,Whatsapp
0.940492187,0.9165,1.09,0.73875,0.9165,1.11,0.239566372,0.240507698,0.057843953,0.1307225,0.1535,0.141,0.058575,0.1535,0.19475,0.09747077,0.09785376,0.009575358,-0.372485156,-0.395,-0.17,-0.46775,-0.395,-0.2435,0.155444309,0.156055094,0.024353192,-0.653112102,-0.6595,-1.18,-1.1175,-0.6595,-0.18575,0.555082079,0.557263156,0.310542225,0.046275078,-0.0238,0.257,-0.298,-0.0238,0.41,0.541704326,0.543832839,0.295754156,0.191702422,0.1625,-0.314,-0.1085,0.1625,0.45425,0.404623604,0.406213486,0.165009397,Whatsapp
0.92625,0.881,1.11,0.669,0.881,1.125,0.263787142,0.264823638,0.070131559,0.116811016,0.116,0.116,0.058525,0.116,0.18475,0.089014548,0.089364312,0.00798598,-0.363919531,-0.377,-0.17,-0.46975,-0.377,-0.21525,0.161285175,0.161918911,0.026217734,-0.654262188,-0.671,-1.1,-1.0975,-0.671,-0.27425,0.545819648,0.54796433,0.300264907,0.047826328,-0.03725,-1.04,-0.40325,-0.03725,0.619,0.603637616,0.606009482,0.367247492,0.19447125,0.1585,0.21,-0.072625,0.1585,0.42775,0.397652178,0.399214668,0.159372351,Whatsapp
0.930242188,0.8485,1.14,0.72525,0.8485,1.1375,0.248742831,0.249720213,0.062360185,0.09405625,0.1055,0.188,0.042625,0.1055,0.169,0.104574088,0.104984989,0.011021848,-0.397075,-0.4085,-0.171,-0.52175,-0.4085,-0.25075,0.175570303,0.17626017,0.031067647,0.086179063,0.08715,-0.806,-0.572,0.08715,0.701,0.761087967,0.764078501,0.583815956,0.035717891,-0.08785,0.666,-0.5365,-0.08785,0.50025,0.673592493,0.676239232,0.457299498,-0.094254453,-0.07205,-0.376,-0.37675,-0.07205,0.14775,0.458489703,0.460291241,0.211868027,Facebook
0.904710938,0.8535,1.16,0.734,0.8535,1.05,0.21816218,0.219019402,0.047969498,0.087255367,0.1115,0.147,0.0222,0.1115,0.15475,0.105493112,0.105907625,0.011216425,-0.422410156,-0.4345,-0.418,-0.521,-0.4345,-0.32775,0.161920566,0.162556799,0.026424713,0.251504844,0.184,1.16,-0.21325,0.184,0.86025,0.712808255,0.715609084,0.512096362,0.013921484,-0.0873,-0.64,-0.5195,-0.0873,0.461,0.653792424,0.656361363,0.430810238,-0.064281953,-0.0291,0.112,-0.35,-0.0291,0.2685,0.437658683,0.43937837,0.193053352,Facebook
0.90478125,0.856,0.751,0.73975,0.856,1.0575,0.221502643,0.222372991,0.049449747,0.078338406,0.09815,0.103,0.0085225,0.09815,0.15475,0.100381472,0.1007759,0.010155782,-0.40884375,-0.421,-0.421,-0.51,-0.421,-0.35025,0.154656319,0.155264008,0.024106912,0.098423125,-0.0514,1.1,-0.3425,-0.0514,0.572,0.709309361,0.712096442,0.507081343,-0.023994766,-0.1235,0.158,-0.3955,-0.1235,0.3475,0.622448352,0.624894131,0.390492675,0.021363594,-0.0282,0.382,-0.2505,-0.0282,0.29475,0.350972823,0.352351896,0.124151859,Whatsapp
0.93771875,0.882,1.17,0.74175,0.882,1.11,0.249510394,0.250490792,0.062745637,0.062679992,0.06595,0.12,-0.014625,0.06595,0.15675,0.110039803,0.110472181,0.012204103,-0.419539844,-0.429,-0.368,-0.54125,-0.429,-0.3125,0.170361843,0.171031243,0.029251686,0.156450938,-0.01237,0.252,-0.24175,-0.01237,0.5105,0.59236241,0.594689973,0.353656163,0.013635156,-0.133,1.25,-0.42925,-0.133,0.361,0.670130025,0.672763159,0.452610268,-0.035126719,-0.149,-0.305,-0.28675,-0.149,0.221,0.386972373,0.388492899,0.150926733,Whatsapp
0.952710938,0.904,1.01,0.73575,0.904,1.11,0.258815093,0.259832052,0.067512695,0.083157031,0.115,0.12,0.0088675,0.115,0.1605,0.103412178,0.103818515,0.010778284,-0.410542969,-0.3915,-0.578,-0.53375,-0.3915,-0.312,0.16966266,0.170329313,0.029012075,-0.266739375,-0.2285,-1.04,-0.89675,-0.2285,0.306,0.661398904,0.663997731,0.440892987,-0.012716406,-0.059,0.151,-0.4565,-0.059,0.33525,0.625021251,0.62747714,0.393727561,0.108027188,0.05265,-0.265,-0.1845,0.05265,0.38775,0.366804085,0.368245363,0.135604648,Whatsapp
0.922734375,0.8765,1.01,0.7115,0.8765,1.065,0.257618464,0.258630722,0.06688985,0.10374125,0.12,0.12,0.04215,0.12,0.168,0.08773446,0.088079194,0.007757944,-0.395829688,-0.3845,-0.383,-0.49175,-0.3845,-0.2845,0.172740951,0.1734197,0.030074392,-0.485441953,-0.5655,-1.04,-1.0275,-0.5655,0.088475,0.619754294,0.622189487,0.387119758,-0.03956625,-0.1235,0.586,-0.52275,-0.1235,0.495,0.634231287,0.636723365,0.405416643,0.143471719,0.07925,0.207,-0.0721,0.07925,0.32975,0.277658158,0.278749157,0.077701093,Whatsapp
0.912570313,0.8705,1.08,0.7075,0.8705,1.1075,0.245685192,0.24665056,0.060836499,0.121975969,0.127,0.147,0.072375,0.127,0.17575,0.082111352,0.082433991,0.006795363,-0.38771875,-0.4115,-0.456,-0.516,-0.4115,-0.23075,0.168634913,0.169297529,0.028661653,-0.395067969,-0.456,-1.11,-0.93825,-0.456,0.14175,0.642665004,0.64519022,0.41627042,0.070610156,-0.04395,-0.117,-0.3135,-0.04395,0.548,0.634967167,0.637462136,0.406357975,0.114832344,0.07695,0.256,-0.070075,0.07695,0.33875,0.315202586,0.316441107,0.100134974,Whatsapp
0.927484375,0.8535,1.01,0.73025,0.8535,1.0975,0.23687523,0.237805981,0.056551685,0.106976094,0.117,0.204,0.05505,0.117,0.1925,0.118967645,0.119435103,0.014264744,-0.411665625,-0.42,-0.618,-0.533,-0.42,-0.273,0.16461582,0.165262643,0.027311741,0.278807813,0.453,1.11,-0.19625,0.453,0.824,0.6441768,0.646707956,0.41823118,0.048003906,-0.08775,-0.773,-0.3555,-0.08775,0.424,0.644522024,0.647054537,0.418679574,-0.139067227,-0.07375,0.463,-0.48,-0.07375,0.18625,0.495708132,0.497655912,0.247661407,Facebook
0.913960938,0.8535,1.15,0.7405,0.8535,1.0375,0.21659057,0.217441617,0.047280857,0.101064922,0.1375,0.16,0.02125,0.1375,0.18375,0.119859269,0.12033023,0.014479364,-0.426989063,-0.4345,-0.618,-0.519,-0.4345,-0.326,0.152753888,0.153354102,0.023517481,0.346939063,0.5275,1.07,-0.08095,0.5275,0.868,0.650637425,0.653193967,0.426662358,0.026800781,-0.09355,1.54,-0.3985,-0.09355,0.47975,0.626493824,0.628955499,0.39558502,-0.084788711,-0.06295,0.35,-0.44875,-0.06295,0.35,0.519581672,0.521623258,0.272090823,Facebook
0.907054688,0.846,1.04,0.72125,0.846,1.04,0.233577219,0.234495011,0.05498791,0.087095523,0.1045,0.123,0.0142,0.1045,0.162,0.099533695,0.099924792,0.009984964,-0.416252344,-0.435,-0.52,-0.518,-0.435,-0.322,0.157413051,0.158031573,0.024973978,0.143578906,0.04895,1.07,-0.4595,0.04895,0.67025,0.706839031,0.709616405,0.503555442,-0.01337396,-0.0765,0.333,-0.445,-0.0765,0.325,0.588239715,0.590551078,0.348750576,0.00992457,-0.05475,0.52,-0.234,-0.05475,0.29775,0.365276358,0.366711634,0.134477422,Facebook
